-27.5051212311,153.028198242
-27.5050849915,153.028152466
-27.5050849915,153.028152466
-27.5050449371,153.028121948
-27.5051021576,153.028106689
-27.5051193237,153.028106689
-27.5051288605,153.028091431
-27.5051422119,153.028076172
-27.5051803589,153.028045654
-27.5052452087,153.028015137
-27.5053863525,153.027908325
-27.5054225922,153.027801514
-27.5054149628,153.027648926
-27.5053024292,153.027572632
-27.5052013397,153.027587891
-27.5049667358,153.027648926
-27.5048503876,153.027679443
-27.504529953,153.027694702
-27.5044727325,153.027603149
-27.5044498444,153.027389526
-27.504404068,153.02722168
-27.5042858124,153.027175903
-27.5040397644,153.027175903
-27.5037231445,153.027175903
-27.5034389496,153.027206421
-27.5032939911,153.027236938
-27.503080368,153.027252197
-27.50299263,153.02722168
-27.5028018951,153.027130127
-27.5025634766,153.027038574
-27.5024662018,153.027069092
-27.5023803711,153.027130127
-27.5023212433,153.02722168
-27.502281189,153.027267456
-27.5022258759,153.027328491
-27.5021858215,153.027389526
-27.502122879,153.02746582
-27.5020599365,153.027542114
-27.5020275116,153.027572632
-27.5019683838,153.027618408
-27.5018291473,153.02772522
-27.501701355,153.027862549
-27.5016212463,153.027908325
-27.501537323,153.02796936
-27.5014629364,153.028015137
-27.5012969971,153.028106689
-27.5012245178,153.028121948
-27.5011310577,153.028167725
-27.5010509491,153.028198242
-27.5009670258,153.028213501
-27.5008831024,153.028244019
-27.5008068085,153.028274536
-27.500749588,153.028289795
-27.5006752014,153.028320312
-27.5006008148,153.028335571
-27.5005264282,153.028366089
-27.5004825592,153.028396606
-27.5003967285,153.028427124
-27.5002994537,153.028457642
-27.5002613068,153.028503418
-27.5001907349,153.028533936
-27.5001373291,153.028533936
-27.5001373291,153.028533936
-27.5000972748,153.028564453
-27.5000534058,153.028610229
-27.5000495911,153.028671265
-27.5000934601,153.028762817
-27.5002002716,153.02885437
-27.5002803802,153.028915405
-27.5003356934,153.029022217
-27.5002727509,153.02911377
-27.5002117157,153.029205322
-27.5001811981,153.029342651
-27.5001831055,153.029434204
-27.5002002716,153.02961731
-27.5002174377,153.029800415
-27.5002250671,153.029953003
-27.500246048,153.030090332
-27.5002861023,153.030227661
-27.5003108978,153.030334473
-27.5003376007,153.030487061
-27.5003681183,153.030654907
-27.5003814697,153.030761719
-27.5004024506,153.030929565
-27.5004138947,153.031036377
-27.5004177094,153.031188965
-27.5004367828,153.031341553
-27.5004501343,153.031433105
-27.500459671,153.031524658
-27.5004787445,153.031661987
-27.5004959106,153.031784058
-27.5005092621,153.03187561
-27.5005226135,153.031967163
-27.5005455017,153.032119751
-27.5005607605,153.032241821
-27.5005760193,153.032348633
-27.5006008148,153.032516479
-27.5006103516,153.032623291
-27.5006141663,153.032745361
-27.5006332397,153.032913208
-27.5006713867,153.033096313
-27.5007095337,153.033309937
-27.5007400513,153.033538818
-27.5007724762,153.033798218
-27.5008029938,153.033950806
-27.500837326,153.034103394
-27.5008773804,153.034332275
-27.5009040833,153.034561157
-27.50091362,153.034713745
-27.5008983612,153.034896851
-27.500869751,153.035003662
-27.5007629395,153.035095215
-27.500623703,153.035140991
-27.5005130768,153.035171509
-27.5003395081,153.035217285
-27.5002250671,153.035247803
-27.5001087189,153.03527832
-27.4999351501,153.035324097
-27.4997520447,153.035369873
-27.4996337891,153.035400391
-27.4994525909,153.035446167
-27.4992637634,153.035507202
-27.4991340637,153.035522461
-27.4989356995,153.035522461
-27.4987564087,153.035476685
-27.4982242584,153.035308838
-27.4980068207,153.035232544
-27.4977855682,153.035171509
-27.4976463318,153.035140991
-27.4975585938,153.035125732
-27.4973430634,153.035110474
-27.4972267151,153.035079956
-27.4971160889,153.035018921
-27.4970798492,153.034973145
-27.4970798492,153.034973145
-27.4970588684,153.035079956
-27.4970912933,153.035202026
-27.4970817566,153.035263062
-27.4970817566,153.035263062
-27.497045517,153.03527832
-27.4969654083,153.035247803
-27.4969139099,153.035217285
-27.4968719482,153.035217285
-27.4968452454,153.035369873
-27.4968776703,153.035507202
-27.4969425201,153.035842896
-27.4970321655,153.036361694
-27.4971084595,153.03678894
-27.4972019196,153.03742981
-27.497253418,153.037704468
-27.4973125458,153.038208008
-27.4973678589,153.038619995
-27.497505188,153.039398193
-27.4975528717,153.039932251
-27.4975833893,153.040222168
-27.4976196289,153.040496826
-27.497674942,153.040786743
-27.4977340698,153.041122437
-27.4977664948,153.04133606
-27.4978122711,153.041625977
-27.497838974,153.041809082
-27.4978713989,153.042022705
-27.4978351593,153.042114258
