153.0281982421869884,-27.5051212310791016,15.0000000000000000
153.0281524658199999,-27.5050849914550994,15.0000000000000000
153.0281524658199999,-27.5050849914550994,15.0000000000000000
153.0281219482419885,-27.5050449371337997,15.0000000000000000
153.0281066894530113,-27.5051021575927983,15.0000000000000000
153.0281066894530113,-27.5051193237305007,15.0000000000000000
153.0280914306640057,-27.5051288604736008,15.0000000000000000
153.0280761718750000,-27.5051422119141016,15.0000000000000000
153.0280456542969887,-27.5051803588867010,15.0000000000000000
153.0280151367190058,-27.5052452087401988,15.0000000000000000
153.0279083251949999,-27.5053863525391016,14.0000000000000000
153.0278015136719887,-27.5054225921631001,14.0000000000000000
153.0276489257809942,-27.5054149627686009,14.0000000000000000
153.0275726318359943,-27.5053024291992010,14.0000000000000000
153.0275878906250000,-27.5052013397217010,14.0000000000000000
153.0276489257809942,-27.5049667358398011,15.0000000000000000
153.0276794433590055,-27.5048503875731996,16.0000000000000000
153.0276947021480112,-27.5045299530029013,15.0000000000000000
153.0276031494140057,-27.5044727325438991,15.0000000000000000
153.0273895263669885,-27.5044498443602983,15.0000000000000000
153.0272216796869884,-27.5044040679931996,15.0000000000000000
153.0271759033199999,-27.5042858123779013,14.0000000000000000
153.0271759033199999,-27.5040397644043004,14.0000000000000000
153.0271759033199999,-27.5037231445312003,13.0000000000000000
153.0272064208980112,-27.5034389495850000,13.0000000000000000
153.0272369384769888,-27.5032939910888992,12.0000000000000000
153.0272521972659945,-27.5030803680419993,12.0000000000000000
153.0272216796869884,-27.5029926300049006,12.0000000000000000
153.0271301269530113,-27.5028018951416016,13.0000000000000000
153.0270385742190058,-27.5025634765625000,14.0000000000000000
153.0270690917969887,-27.5024662017822017,14.0000000000000000
153.0271301269530113,-27.5023803710937003,14.0000000000000000
153.0272216796869884,-27.5023212432861008,15.0000000000000000
153.0272674560550001,-27.5022811889648011,15.0000000000000000
153.0273284912109943,-27.5022258758544993,16.0000000000000000
153.0273895263669885,-27.5021858215331996,17.0000000000000000
153.0274658203119884,-27.5021228790282990,17.0000000000000000
153.0275421142580115,-27.5020599365233984,18.0000000000000000
153.0275726318359943,-27.5020275115967010,19.0000000000000000
153.0276184082030113,-27.5019683837891016,20.0000000000000000
153.0277252197269888,-27.5018291473388992,21.0000000000000000
153.0278625488280113,-27.5017013549805007,22.0000000000000000
153.0279083251949999,-27.5016212463379013,22.0000000000000000
153.0279693603519888,-27.5015373229980007,23.0000000000000000
153.0280151367190058,-27.5014629364013992,24.0000000000000000
153.0281066894530113,-27.5012969970702983,25.0000000000000000
153.0281219482419885,-27.5012245178223012,26.0000000000000000
153.0281677246090055,-27.5011310577393004,26.0000000000000000
153.0281982421869884,-27.5010509490967010,27.0000000000000000
153.0282135009769888,-27.5009670257568004,27.0000000000000000
153.0282440185550001,-27.5008831024169993,27.0000000000000000
153.0282745361330115,-27.5008068084717010,-130.0000000000000000
153.0282897949219887,-27.5007495880126989,-650.0000000000000000
153.0283203125000000,-27.5006752014160014,-1621.0000000000000000
153.0283355712890057,-27.5006008148193004,-3054.0000000000000000
153.0283660888669885,-27.5005264282226989,-4938.0000000000000000
153.0283966064449999,-27.5004825592041016,-6939.0000000000000000
153.0284271240230112,-27.5003967285156001,-9103.0000000000000000
153.0284576416019888,-27.5002994537352983,-11417.0000000000000000
153.0285034179690058,-27.5002613067626989,-13506.0000000000000000
153.0285339355469887,-27.5001907348632990,-15570.0000000000000000
153.0285339355469887,-27.5001373291016016,-17684.0000000000000000
153.0285339355469887,-27.5001373291016016,-17684.0000000000000000
153.0285644531250000,-27.5000972747802983,-19522.0000000000000000
153.0286102294919885,-27.5000534057617010,-21036.0000000000000000
153.0286712646480112,-27.5000495910644993,-22337.0000000000000000
153.0287628173830115,-27.5000934600830007,-22937.0000000000000000
153.0288543701169885,-27.5002002716063991,-22562.0000000000000000
153.0289154052730112,-27.5002803802489986,-21436.0000000000000000
153.0290222167969887,-27.5003356933593999,-19697.0000000000000000
153.0291137695309942,-27.5002727508544993,-18321.0000000000000000
153.0292053222659945,-27.5002117156981996,-17595.0000000000000000
153.0293426513669885,-27.5001811981200994,-17708.0000000000000000
153.0294342041019888,-27.5001831054687003,-18308.0000000000000000
153.0296173095699999,-27.5002002716063991,-19146.0000000000000000
153.0298004150390057,-27.5002174377441015,-19484.0000000000000000
153.0299530029300001,-27.5002250671387003,-19396.0000000000000000
153.0300903320309942,-27.5002460479736008,-18995.0000000000000000
153.0302276611330115,-27.5002861022949006,-18357.0000000000000000
153.0303344726559942,-27.5003108978270987,-17668.0000000000000000
153.0304870605469887,-27.5003376007080007,-16930.0000000000000000
153.0306549072269888,-27.5003681182861008,-16054.0000000000000000
153.0307617187500000,-27.5003814697266016,-15215.0000000000000000
153.0309295654300001,-27.5004024505614986,-14502.0000000000000000
153.0310363769530113,-27.5004138946532990,-13876.0000000000000000
