-27.5051212311,153.028198242
-27.5054225922,153.027801514
-27.5054225922,153.027801514
-27.5053024292,153.027572632
-27.5053024292,153.027572632
-27.504529953,153.027694702
-27.504529953,153.027694702
-27.5042858124,153.027175903
-27.5042858124,153.027175903
-27.503080368,153.027252197
-27.503080368,153.027252197
-27.5025634766,153.027038574
-27.5025634766,153.027038574
-27.501537323,153.02796936
-27.501537323,153.02796936
-27.5000972748,153.028564453
-27.5000972748,153.028564453
-27.5003356934,153.029022217
-27.5003356934,153.029022217
-27.5002250671,153.029953003
-27.5002250671,153.029953003
-27.500869751,153.035003662
-27.500869751,153.035003662
-27.4991340637,153.035522461
-27.4991340637,153.035522461
-27.4970798492,153.034973145
-27.4970798492,153.034973145
-27.4970817566,153.035263062
-27.4970817566,153.035263062
-27.4968719482,153.035217285
-27.4968719482,153.035217285
-27.4977874756,153.04234314
-27.4977874756,153.04234314
-27.4985656738,153.044723511
-27.4985656738,153.044723511
-27.498752594,153.051483154
-27.498752594,153.051483154
-27.4985122681,153.052490234
-27.4985122681,153.052490234
-27.4968833923,153.054580688
-27.4968833923,153.054580688
-27.4958724976,153.057022095
-27.4958724976,153.057022095
-27.4951038361,153.05796814
-27.4951038361,153.05796814
-27.4924640656,153.062805176
-27.4924640656,153.062805176
-27.4916591644,153.06741333
-27.4916591644,153.06741333
-27.4910411835,153.069442749
-27.4910411835,153.069442749
-27.4914245605,153.071182251
-27.4914245605,153.071182251
-27.492389679,153.0730896
-27.492389679,153.0730896
-27.4928188324,153.075820923
-27.4928188324,153.075820923
-27.4930706024,153.084411621
-27.4930706024,153.084411621
-27.4953689575,153.086471558
-27.4953689575,153.086471558
-27.4957237244,153.087036133
-27.4957237244,153.087036133
-27.4952640533,153.091430664
-27.4952640533,153.091430664
-27.4958629608,153.095993042
-27.4958629608,153.095993042
-27.4965324402,153.097808838
-27.4965324402,153.097808838
-27.4994487762,153.101745605
-27.4994487762,153.101745605
-27.5000839233,153.103286743
-27.5000839233,153.103286743
-27.5012493134,153.109283447
-27.5012493134,153.109283447
-27.5023002625,153.116821289
-27.5023002625,153.116821289
-27.5019779205,153.120101929
-27.5019779205,153.120101929
-27.5026321411,153.124191284
-27.5026321411,153.124191284
-27.5044994354,153.129516602
-27.5044994354,153.129516602
-27.5055236816,153.135543823
-27.5055236816,153.135543823
-27.5078773499,153.141525269
-27.5078773499,153.141525269
-27.508436203,153.14352417
-27.508436203,153.14352417
-27.5095348358,153.150115967
-27.5095348358,153.150115967
-27.5094795227,153.152633667
-27.5094795227,153.152633667
-27.5085735321,153.15776062
-27.5085735321,153.15776062
-27.5085773468,153.162216187
-27.5085773468,153.162216187
-27.5084114075,153.162582397
-27.5084114075,153.162582397
-27.5090656281,153.167861938
-27.5090656281,153.167861938
-27.510799408,153.172317505
-27.510799408,153.172317505
-27.51197052,153.176803589
-27.51197052,153.176803589
-27.5126132965,153.178009033
-27.5126132965,153.178009033
-27.5135803223,153.179534912
